brand,car_model,date_of_sale,car_price
Ford,Mustang,12/02/2011,76698
Kia,Picanto,12/04/2016,84414
Ford,Mustang,08/08/2015,62444
Nissan,Sentra,15/05/2012,51239
Tesla,Model 3,23/08/2013,81731
Nissan,Sentra,17/12/2018,14863
Honda,Accord,02/11/2010,87558
Ford,Mustang,27/06/2011,19017
Ford,Mustang,03/12/2010,60098
Toyota,Camry,23/10/2019,31383
Chevrolet,Camaro,13/06/2014,97703
Tesla,Model 3,23/06/2016,16418
Ford,Mustang,01/04/2015,17379
Honda,Accord,20/01/2019,46568
Chevrolet,Camaro,21/11/2020,25707
Toyota,Camry,27/01/2019,16684
Chevrolet,Camaro,04/01/2010,93215
Kia,Picanto,13/08/2016,41492
Nissan,Sentra,23/08/2010,58934
Toyota,Camry,14/06/2013,69999
Kia,Picanto,08/08/2012,97218
Ford,Mustang,15/08/2013,19930
Tesla,Model 3,13/09/2022,94928
Ford,Mustang,22/08/2010,43185
Honda,Accord,15/12/2017,10044
Toyota,Camry,24/05/2011,14149
Honda,Accord,23/03/2019,49244
Toyota,Camry,19/04/2022,28587
Toyota,Camry,21/07/2016,28116
Ford,Mustang,19/05/2019,17635
Chevrolet,Camaro,23/12/2019,52325
Nissan,Sentra,19/07/2011,70562
Kia,Picanto,15/09/2013,54297
Nissan,Sentra,16/08/2011,92197
Tesla,Model 3,23/02/2018,77098
Nissan,Sentra,01/12/2021,29478
Honda,Accord,25/09/2018,82479
Ford,Mustang,25/04/2015,97409
Tesla,Model 3,08/11/2021,99869
Ford,Mustang,02/01/2015,42636
Kia,Picanto,03/05/2022,50123
Honda,Accord,02/11/2016,55474
Chevrolet,Camaro,07/12/2018,13085
Ford,Mustang,18/01/2016,52598
Honda,Accord,17/05/2022,27086
Honda,Accord,07/03/2012,78669
Ford,Mustang,22/11/2022,78299
Nissan,Sentra,13/03/2013,38209
Chevrolet,Camaro,10/01/2012,12325
Tesla,Model 3,14/05/2015,62289
Kia,Picanto,25/05/2016,40334
Nissan,Sentra,26/09/2015,12781
Kia,Picanto,27/03/2010,97268
Tesla,Model 3,13/02/2012,74680
Nissan,Sentra,26/11/2014,19179
Tesla,Model 3,09/05/2016,79642
Toyota,Camry,09/11/2016,25342
Toyota,Camry,20/04/2011,87644
Kia,Picanto,28/09/2011,40782
Chevrolet,Camaro,05/04/2014,76393
Kia,Picanto,24/04/2020,62832
Nissan,Sentra,11/04/2021,34285
Honda,Accord,01/03/2022,75300
Kia,Picanto,25/08/2016,38589
Toyota,Camry,02/03/2016,38849
Tesla,Model 3,21/09/2019,31609
Toyota,Camry,10/04/2022,78912
Chevrolet,Camaro,20/10/2017,80499
Tesla,Model 3,10/05/2016,37472
Nissan,Sentra,05/12/2021,28596
Nissan,Sentra,20/04/2013,82463
Tesla,Model 3,11/05/2013,69316
Honda,Accord,02/03/2016,46022
Nissan,Sentra,19/04/2019,94702
Tesla,Model 3,11/02/2019,69198
Nissan,Sentra,21/01/2015,17000
Toyota,Camry,21/12/2016,77666
Honda,Accord,08/08/2013,91136
Tesla,Model 3,19/12/2018,48563
Chevrolet,Camaro,02/08/2021,93939
Nissan,Sentra,14/09/2016,24642
Honda,Accord,08/12/2018,73860
Nissan,Sentra,12/08/2022,61198
Kia,Picanto,07/02/2021,62983
Tesla,Model 3,21/03/2014,59917
Toyota,Camry,08/10/2015,80257
Tesla,Model 3,02/09/2019,58284
Kia,Picanto,16/11/2020,63692
Ford,Mustang,11/08/2020,13475
Honda,Accord,23/04/2018,23961
Ford,Mustang,23/01/2018,51134
Honda,Accord,01/09/2012,79551
Tesla,Model 3,24/01/2019,92894
Tesla,Model 3,12/07/2021,16996
Chevrolet,Camaro,12/03/2011,84040
Nissan,Sentra,12/10/2018,94433
Nissan,Sentra,18/02/2016,95360
Honda,Accord,08/09/2012,98355
Chevrolet,Camaro,17/02/2017,97691
Tesla,Model 3,10/04/2011,40970
Honda,Accord,12/11/2015,34456
Toyota,Camry,22/05/2022,20261
Nissan,Sentra,17/12/2019,90400
Kia,Picanto,02/01/2018,34543
Chevrolet,Camaro,05/12/2012,80110
Nissan,Sentra,23/11/2011,10461
Toyota,Camry,21/11/2011,17263
Nissan,Sentra,12/03/2012,47613
Honda,Accord,19/10/2010,96351
Honda,Accord,14/02/2018,39572
Honda,Accord,10/01/2016,80984
Tesla,Model 3,24/12/2013,53492
Chevrolet,Camaro,07/09/2018,60555
Chevrolet,Camaro,22/09/2019,42574
Honda,Accord,24/02/2012,92910
Nissan,Sentra,10/06/2017,10677
Ford,Mustang,27/02/2011,91143
Tesla,Model 3,19/07/2018,84103
Ford,Mustang,01/06/2018,32134
Ford,Mustang,24/09/2015,55233
Chevrolet,Camaro,15/02/2010,33521
Chevrolet,Camaro,25/10/2011,98673
Nissan,Sentra,04/10/2014,39149
Ford,Mustang,13/10/2020,35015
Chevrolet,Camaro,15/08/2015,44649
Kia,Picanto,20/02/2017,49677
Kia,Picanto,13/01/2010,90316
Ford,Mustang,13/12/2021,81786
Nissan,Sentra,19/10/2012,53294
Nissan,Sentra,27/04/2013,63255
Nissan,Sentra,13/12/2018,86781
Nissan,Sentra,07/12/2010,27994
Nissan,Sentra,08/12/2013,67425
Honda,Accord,03/01/2012,92040
Tesla,Model 3,22/05/2018,20771
Toyota,Camry,12/12/2012,59377
Nissan,Sentra,11/08/2017,39695
Kia,Picanto,11/08/2016,80873
Chevrolet,Camaro,11/01/2017,87352
Tesla,Model 3,28/09/2011,29865
Honda,Accord,23/01/2012,55590
Honda,Accord,09/04/2018,88306
Ford,Mustang,19/01/2011,40938
Honda,Accord,07/09/2017,41822
Tesla,Model 3,21/11/2010,85489
Kia,Picanto,20/03/2014,98235
Tesla,Model 3,11/06/2017,87012
Kia,Picanto,21/06/2021,18598
Toyota,Camry,03/11/2019,67670
Ford,Mustang,28/05/2016,24935
Nissan,Sentra,04/11/2020,48999
Tesla,Model 3,27/02/2015,80021
Chevrolet,Camaro,01/07/2022,66747
Toyota,Camry,06/11/2013,26642
Tesla,Model 3,15/01/2016,42766
Chevrolet,Camaro,17/04/2018,84976
Kia,Picanto,09/02/2010,83472
Toyota,Camry,13/05/2019,83707
Tesla,Model 3,16/09/2011,42581
Tesla,Model 3,16/07/2011,92129
Toyota,Camry,09/03/2018,33530
Tesla,Model 3,10/09/2022,33959
Kia,Picanto,21/06/2014,72519
Honda,Accord,04/12/2012,23777
Honda,Accord,09/03/2017,69423
Tesla,Model 3,21/10/2021,53888
Kia,Picanto,24/02/2010,58494
Chevrolet,Camaro,03/08/2011,88943
Honda,Accord,13/02/2022,55959
Chevrolet,Camaro,15/05/2022,88998
Toyota,Camry,09/07/2014,26523
Ford,Mustang,24/06/2017,62277
Toyota,Camry,11/01/2013,94008
Tesla,Model 3,08/06/2013,11063
Nissan,Sentra,23/12/2018,81465
Chevrolet,Camaro,25/06/2016,69926
Tesla,Model 3,27/03/2021,80687
Ford,Mustang,22/09/2013,22228
Honda,Accord,28/10/2011,61551
Tesla,Model 3,01/11/2022,60498
Chevrolet,Camaro,26/02/2015,66568
Chevrolet,Camaro,23/11/2010,16117
Toyota,Camry,12/01/2016,44230
Kia,Picanto,15/03/2011,95704
Nissan,Sentra,13/09/2014,23476
Nissan,Sentra,17/09/2015,87340
Toyota,Camry,02/11/2015,17863
Honda,Accord,20/08/2022,60280
Tesla,Model 3,07/11/2022,47528
Chevrolet,Camaro,12/04/2012,69044
Chevrolet,Camaro,13/03/2011,83058
Ford,Mustang,20/02/2015,37641
Honda,Accord,04/11/2014,16158
Ford,Mustang,02/11/2013,32964
Nissan,Sentra,28/09/2018,34638
Honda,Accord,25/03/2020,36871
Tesla,Model 3,11/07/2016,23818
Nissan,Sentra,15/01/2021,79169
Toyota,Camry,06/10/2017,68852
Ford,Mustang,03/06/2017,55447
Toyota,Camry,16/06/2020,86118
Chevrolet,Camaro,12/12/2012,56589
Tesla,Model 3,17/10/2014,47650
Ford,Mustang,26/09/2012,59982
Kia,Picanto,11/11/2020,16259
Ford,Mustang,14/08/2017,48283
Honda,Accord,07/03/2013,64992
Kia,Picanto,19/09/2015,86124
Tesla,Model 3,17/02/2014,23596
Ford,Mustang,09/04/2012,33060
Toyota,Camry,07/05/2010,52483
Ford,Mustang,21/07/2017,29851
Honda,Accord,02/12/2010,20716
Ford,Mustang,18/11/2021,88573
Tesla,Model 3,22/08/2012,78673
Kia,Picanto,01/04/2013,70616
Kia,Picanto,22/05/2010,90674
Honda,Accord,04/03/2019,69404
Chevrolet,Camaro,12/10/2015,15861
Nissan,Sentra,26/03/2021,67447
Toyota,Camry,14/11/2021,76619
Nissan,Sentra,11/07/2017,66044
Tesla,Model 3,01/11/2013,57792
Tesla,Model 3,09/05/2010,34507
Tesla,Model 3,12/01/2013,25583
Kia,Picanto,19/09/2020,53306
Kia,Picanto,13/11/2015,32085
Tesla,Model 3,12/11/2011,68002
Tesla,Model 3,15/08/2010,19892
Kia,Picanto,27/05/2019,94818
Ford,Mustang,07/09/2013,48308
Chevrolet,Camaro,17/06/2016,53981
Nissan,Sentra,20/09/2013,82738
Nissan,Sentra,23/02/2017,65095
Ford,Mustang,20/05/2013,65110
Ford,Mustang,28/10/2015,68211
Tesla,Model 3,17/04/2017,66309
Honda,Accord,25/07/2013,92593
Ford,Mustang,26/05/2021,12997
Kia,Picanto,16/12/2016,83278
Kia,Picanto,06/10/2014,43924
Ford,Mustang,07/08/2013,98185
Tesla,Model 3,19/04/2015,27554
Chevrolet,Camaro,04/09/2012,87109
Tesla,Model 3,02/08/2017,95073
Honda,Accord,27/10/2011,83211
Kia,Picanto,13/01/2011,57509
Ford,Mustang,01/02/2015,79503
Ford,Mustang,17/02/2014,37988
Tesla,Model 3,04/11/2019,96322
Tesla,Model 3,08/08/2016,38099
Nissan,Sentra,01/02/2013,83980
Toyota,Camry,12/08/2022,92494
Nissan,Sentra,01/05/2014,16783
Toyota,Camry,19/05/2010,10379
Nissan,Sentra,21/04/2011,71244
Chevrolet,Camaro,10/05/2015,47346
Honda,Accord,03/08/2011,95278
Ford,Mustang,09/09/2016,31694
Honda,Accord,21/01/2010,45846
Ford,Mustang,04/09/2017,39708
Nissan,Sentra,21/01/2021,71613
Tesla,Model 3,06/12/2012,20899
Toyota,Camry,04/09/2012,36099
Chevrolet,Camaro,16/12/2013,37772
Chevrolet,Camaro,20/12/2020,15551
Honda,Accord,01/10/2015,38275
Kia,Picanto,27/05/2016,88051
Toyota,Camry,23/02/2021,78773
Tesla,Model 3,13/08/2020,10516
Kia,Picanto,11/11/2019,91489
Ford,Mustang,05/05/2014,14285
Chevrolet,Camaro,20/10/2018,83598
Honda,Accord,23/06/2016,49410
Honda,Accord,06/08/2017,80078
Nissan,Sentra,09/03/2017,58159
Honda,Accord,24/01/2014,63010
Kia,Picanto,16/07/2013,40801
Ford,Mustang,25/10/2010,53469
Ford,Mustang,15/12/2015,33305
Kia,Picanto,10/02/2019,27415
Chevrolet,Camaro,04/11/2010,99271
Kia,Picanto,21/03/2011,70301
Chevrolet,Camaro,07/12/2022,79807
Ford,Mustang,13/12/2018,87823
Ford,Mustang,06/02/2022,52709
Chevrolet,Camaro,28/03/2014,56821
Tesla,Model 3,20/04/2011,66133
Toyota,Camry,06/11/2011,39176
Honda,Accord,20/02/2017,53959
Tesla,Model 3,07/07/2019,80363
Ford,Mustang,19/07/2020,70128
Honda,Accord,16/06/2014,36758
Nissan,Sentra,27/01/2015,56325
Tesla,Model 3,23/03/2015,20575
Honda,Accord,21/02/2014,22444
Chevrolet,Camaro,14/10/2019,40264
Honda,Accord,20/02/2020,81980
Chevrolet,Camaro,19/03/2012,86755
Ford,Mustang,21/03/2011,70129
Chevrolet,Camaro,10/05/2010,10958
Tesla,Model 3,14/06/2017,87195
Chevrolet,Camaro,22/04/2012,53630
Honda,Accord,03/12/2022,17462
Honda,Accord,17/10/2020,91223
Tesla,Model 3,19/03/2016,73184
Ford,Mustang,14/10/2020,90540
Nissan,Sentra,12/05/2013,32511
Tesla,Model 3,07/11/2015,21101
Honda,Accord,22/09/2015,70002
Chevrolet,Camaro,26/07/2019,19548
Honda,Accord,17/03/2021,25565
Chevrolet,Camaro,12/01/2014,31846
Tesla,Model 3,09/05/2012,69646
Ford,Mustang,15/12/2022,99169
Honda,Accord,24/12/2019,98827
Chevrolet,Camaro,21/12/2021,76786
Ford,Mustang,13/04/2011,51301
Nissan,Sentra,27/03/2011,18915
Chevrolet,Camaro,27/01/2012,52354
Honda,Accord,11/08/2020,63586
Kia,Picanto,16/10/2020,22552
Toyota,Camry,21/11/2014,61110
Nissan,Sentra,11/09/2019,81877
Honda,Accord,06/03/2011,91916
Nissan,Sentra,20/11/2013,32676
Kia,Picanto,07/09/2011,67717
Chevrolet,Camaro,11/04/2022,41361
Tesla,Model 3,10/02/2017,21706
Toyota,Camry,20/09/2020,27803
Nissan,Sentra,21/02/2022,36872
Tesla,Model 3,10/04/2021,34743
Kia,Picanto,03/12/2017,66520
Tesla,Model 3,09/02/2015,55682
Ford,Mustang,18/09/2011,91682
Ford,Mustang,26/05/2016,50386
Honda,Accord,03/12/2022,33559
Honda,Accord,16/08/2012,77408
Kia,Picanto,10/12/2016,59189
Toyota,Camry,15/11/2020,31226
Nissan,Sentra,27/05/2022,21597
Chevrolet,Camaro,16/10/2017,46589
Ford,Mustang,23/07/2014,21173
Kia,Picanto,11/07/2015,83908
Chevrolet,Camaro,23/03/2022,37398
Toyota,Camry,14/09/2021,87248
Kia,Picanto,10/04/2016,69581
Ford,Mustang,05/09/2011,69898
Chevrolet,Camaro,08/11/2016,34717
Honda,Accord,27/03/2018,79087
Nissan,Sentra,23/02/2015,79306
Nissan,Sentra,13/09/2018,97517
Toyota,Camry,02/08/2010,41099
Tesla,Model 3,12/03/2018,99142
Toyota,Camry,12/12/2014,62458
Toyota,Camry,14/02/2013,59510
Toyota,Camry,21/01/2015,85266
Nissan,Sentra,10/09/2021,90025
Chevrolet,Camaro,18/12/2015,77991
Ford,Mustang,14/02/2020,27613
Chevrolet,Camaro,28/04/2011,20653
Tesla,Model 3,25/03/2010,68016
Ford,Mustang,25/12/2019,10967
Honda,Accord,19/11/2022,47799
Kia,Picanto,06/12/2022,68000
Nissan,Sentra,26/11/2015,33688
Ford,Mustang,25/12/2020,70792
Kia,Picanto,08/10/2010,64601
Chevrolet,Camaro,08/08/2014,11655
Toyota,Camry,05/09/2013,13208
Kia,Picanto,22/06/2022,75436
Toyota,Camry,02/03/2012,59234
Honda,Accord,11/06/2010,77701
Chevrolet,Camaro,19/06/2022,91860
Chevrolet,Camaro,26/10/2021,49521
Toyota,Camry,21/07/2014,51452
Honda,Accord,01/03/2021,86307
Ford,Mustang,05/03/2015,83582
Ford,Mustang,17/02/2018,93924
Kia,Picanto,20/11/2018,46043
Toyota,Camry,02/05/2017,65652
Honda,Accord,23/12/2019,43008
Ford,Mustang,01/07/2010,92305
Chevrolet,Camaro,08/08/2019,94501
Ford,Mustang,13/03/2020,78629
Tesla,Model 3,28/12/2020,22497
Tesla,Model 3,07/06/2015,91717
Ford,Mustang,12/09/2018,41502
Toyota,Camry,25/06/2019,58746
Tesla,Model 3,03/01/2014,46485
Chevrolet,Camaro,05/07/2010,63099
Toyota,Camry,17/09/2017,84666
Kia,Picanto,25/03/2010,22812
Kia,Picanto,18/04/2010,69067
Chevrolet,Camaro,05/06/2019,27714
Ford,Mustang,24/06/2017,50186
Honda,Accord,16/06/2018,51089
Chevrolet,Camaro,21/01/2017,87181
Chevrolet,Camaro,11/10/2015,66223
Honda,Accord,22/07/2019,55057
Honda,Accord,03/11/2019,69954
Toyota,Camry,15/08/2013,41992
Chevrolet,Camaro,02/09/2015,50587
Tesla,Model 3,03/12/2019,34395
Tesla,Model 3,13/02/2016,68717
Honda,Accord,22/09/2015,92323
Nissan,Sentra,10/03/2011,20715
Ford,Mustang,25/02/2014,31940
Nissan,Sentra,07/09/2016,94443
Ford,Mustang,04/05/2022,31000
Kia,Picanto,17/06/2019,79580
Tesla,Model 3,28/04/2015,45385
Kia,Picanto,03/01/2015,41710
Chevrolet,Camaro,22/01/2015,36063
Chevrolet,Camaro,07/01/2018,18218
Toyota,Camry,05/09/2017,39795
Ford,Mustang,11/12/2022,91172
Toyota,Camry,05/02/2011,12529
Tesla,Model 3,21/08/2021,10808
Kia,Picanto,06/09/2019,56684
Chevrolet,Camaro,12/02/2019,59648
Tesla,Model 3,21/02/2022,56311
Kia,Picanto,08/07/2017,59834
Ford,Mustang,06/12/2015,96398
Kia,Picanto,13/10/2019,55768
Chevrolet,Camaro,23/01/2022,90699
Tesla,Model 3,11/08/2014,87076
Tesla,Model 3,06/08/2013,62954
Toyota,Camry,15/10/2022,77475
Nissan,Sentra,03/01/2022,30503
Honda,Accord,21/10/2021,86642
Kia,Picanto,14/01/2010,18637
Chevrolet,Camaro,11/01/2013,68816
Nissan,Sentra,01/01/2013,33204
Tesla,Model 3,03/12/2017,51710
Kia,Picanto,22/07/2015,96022
Toyota,Camry,16/04/2018,71172
Tesla,Model 3,04/09/2018,51799
Ford,Mustang,09/04/2019,30001
Tesla,Model 3,21/07/2019,90645
Nissan,Sentra,16/12/2014,88781
Kia,Picanto,18/09/2015,69784
Nissan,Sentra,18/07/2010,21860
Ford,Mustang,13/06/2015,14953
Honda,Accord,25/01/2022,71222
Nissan,Sentra,03/09/2010,74344
Chevrolet,Camaro,08/11/2014,19923
Nissan,Sentra,28/03/2020,66478
Honda,Accord,06/12/2022,28222
Nissan,Sentra,26/09/2013,26091
Ford,Mustang,23/11/2017,80482
Honda,Accord,26/02/2018,97951
Honda,Accord,02/11/2020,19448
Chevrolet,Camaro,16/12/2015,22763
Toyota,Camry,20/07/2010,75088
Chevrolet,Camaro,10/05/2019,95991
Chevrolet,Camaro,12/06/2014,26292
Ford,Mustang,10/08/2019,36759
Nissan,Sentra,12/11/2014,52289
Kia,Picanto,19/08/2014,17577
Ford,Mustang,21/02/2012,37066
Tesla,Model 3,26/03/2020,99623
Tesla,Model 3,19/04/2022,52226
Nissan,Sentra,17/12/2010,39421
Tesla,Model 3,20/12/2018,69234
Ford,Mustang,10/04/2013,26818
Kia,Picanto,05/05/2020,95861
Honda,Accord,10/10/2018,86275
Tesla,Model 3,26/09/2016,15791
Tesla,Model 3,26/12/2016,18762
Kia,Picanto,06/01/2018,83316
Chevrolet,Camaro,27/12/2012,73874
Kia,Picanto,11/02/2022,81621
Toyota,Camry,08/04/2018,20029
Nissan,Sentra,09/10/2011,76175
Tesla,Model 3,04/06/2011,24098
Toyota,Camry,04/01/2018,92778
Chevrolet,Camaro,23/05/2018,16835
Nissan,Sentra,26/02/2011,54449
Toyota,Camry,02/08/2012,70447
Tesla,Model 3,28/10/2018,73024
Kia,Picanto,04/11/2010,94472
Ford,Mustang,28/08/2017,58118
Honda,Accord,24/06/2011,84326
Toyota,Camry,14/03/2014,24348
Honda,Accord,14/01/2020,41996
Ford,Mustang,23/03/2015,59680
Nissan,Sentra,08/04/2010,50400
Tesla,Model 3,14/08/2015,10025
Kia,Picanto,03/10/2020,27046
Ford,Mustang,07/04/2022,74920
Chevrolet,Camaro,03/03/2016,53300
Kia,Picanto,26/01/2011,85480
Nissan,Sentra,20/08/2012,30914
Tesla,Model 3,13/04/2018,14094
Honda,Accord,22/01/2013,27612
Toyota,Camry,27/06/2010,31431
Kia,Picanto,06/09/2017,39606
Tesla,Model 3,24/07/2010,22669
Honda,Accord,15/12/2022,65980
Ford,Mustang,24/02/2014,63221
Toyota,Camry,09/06/2021,68372
Kia,Picanto,07/07/2022,98088
Ford,Mustang,15/04/2017,92752
Chevrolet,Camaro,12/06/2013,77905
Nissan,Sentra,11/05/2013,68575
Honda,Accord,03/12/2019,79149
Tesla,Model 3,27/07/2015,67487
Ford,Mustang,07/03/2015,93089
Ford,Mustang,17/04/2017,44399
Ford,Mustang,16/01/2011,58004
Kia,Picanto,05/12/2015,46185
Nissan,Sentra,22/06/2012,94313
Nissan,Sentra,21/05/2015,72698
Honda,Accord,07/04/2015,32961
Ford,Mustang,25/11/2018,21295
Ford,Mustang,24/02/2017,92940
Toyota,Camry,07/06/2010,79325
Tesla,Model 3,05/09/2021,77543
Toyota,Camry,03/05/2016,26163
Toyota,Camry,27/03/2021,41835
Toyota,Camry,20/03/2018,54742
Nissan,Sentra,02/06/2015,21990
Nissan,Sentra,27/01/2021,60769
Chevrolet,Camaro,15/08/2012,10613
Ford,Mustang,18/09/2010,93438
Toyota,Camry,06/04/2015,86830
Toyota,Camry,26/11/2013,35474
Toyota,Camry,28/06/2017,16200
Ford,Mustang,20/09/2013,65891
Toyota,Camry,12/04/2013,92292
Toyota,Camry,18/12/2014,79786
Tesla,Model 3,13/07/2012,71649
Toyota,Camry,26/06/2015,49141
Honda,Accord,03/12/2014,80477
Toyota,Camry,05/11/2012,33772
Tesla,Model 3,10/01/2013,72655
Chevrolet,Camaro,01/01/2022,78169
Chevrolet,Camaro,08/11/2016,31543
Kia,Picanto,18/10/2018,45680
Toyota,Camry,25/07/2010,69853
Toyota,Camry,01/08/2011,34719
Kia,Picanto,11/06/2011,23082
Nissan,Sentra,12/02/2017,21388
Honda,Accord,16/12/2021,25030
Honda,Accord,07/11/2021,80403
Ford,Mustang,18/05/2010,83916
Ford,Mustang,07/02/2012,52041
Nissan,Sentra,07/06/2012,78924
Toyota,Camry,17/12/2011,10821
Honda,Accord,20/11/2017,21905
Nissan,Sentra,11/12/2011,10438
Kia,Picanto,24/01/2017,70712
Nissan,Sentra,07/04/2022,24388
Kia,Picanto,21/08/2017,94395
Tesla,Model 3,05/02/2011,85697
Chevrolet,Camaro,14/06/2021,72398
Toyota,Camry,22/01/2018,29852
Nissan,Sentra,06/07/2018,86434
Nissan,Sentra,07/09/2022,87475
Chevrolet,Camaro,19/05/2015,37090
Kia,Picanto,08/07/2012,28673
Ford,Mustang,16/05/2015,10335
Tesla,Model 3,19/06/2017,52297
Honda,Accord,03/03/2016,90762
Tesla,Model 3,08/01/2017,99086
Chevrolet,Camaro,11/06/2014,85675
Kia,Picanto,12/04/2011,82776
Toyota,Camry,26/12/2012,78272
Ford,Mustang,03/07/2015,54901
Kia,Picanto,14/02/2013,47814
Ford,Mustang,14/06/2022,14532
Tesla,Model 3,04/09/2012,63128
Ford,Mustang,25/07/2013,22574
Chevrolet,Camaro,06/11/2019,14599
Nissan,Sentra,05/04/2011,88779
Honda,Accord,12/09/2016,19721
Kia,Picanto,09/03/2022,91428
Chevrolet,Camaro,24/02/2013,48801
Chevrolet,Camaro,19/11/2015,84735
Toyota,Camry,17/05/2018,27252
Kia,Picanto,02/08/2019,23724
Honda,Accord,09/06/2013,74637
Honda,Accord,09/02/2022,88618
Honda,Accord,01/07/2016,40775
Honda,Accord,12/12/2019,66684
Ford,Mustang,01/10/2021,23908
Chevrolet,Camaro,10/10/2014,17840
Ford,Mustang,11/07/2017,45129
Ford,Mustang,01/09/2013,99366
Honda,Accord,24/11/2013,31089
Kia,Picanto,28/03/2018,30187
Chevrolet,Camaro,14/04/2019,57714
Chevrolet,Camaro,07/03/2011,36289
Ford,Mustang,06/05/2014,79187
Nissan,Sentra,22/04/2017,76748
Toyota,Camry,07/04/2016,48960
Toyota,Camry,08/05/2016,62420
Toyota,Camry,24/07/2022,39511
Chevrolet,Camaro,24/05/2013,79462
Honda,Accord,10/01/2013,40907
Ford,Mustang,25/12/2021,51821
Toyota,Camry,22/10/2014,89103
Honda,Accord,14/07/2012,98257
Toyota,Camry,20/08/2020,11291
Chevrolet,Camaro,07/02/2015,97400
Ford,Mustang,09/11/2017,61253
Toyota,Camry,24/09/2018,57913
Nissan,Sentra,22/06/2016,47214
Nissan,Sentra,16/10/2012,69922
Ford,Mustang,24/12/2019,48415
Honda,Accord,06/06/2022,71997
Toyota,Camry,16/06/2012,57206
Nissan,Sentra,26/04/2018,83572
Tesla,Model 3,28/01/2019,62442
Nissan,Sentra,12/03/2022,68464
Tesla,Model 3,24/04/2016,52078
Tesla,Model 3,07/10/2014,89251
Ford,Mustang,26/09/2010,58078
Ford,Mustang,23/12/2011,91827
Ford,Mustang,14/02/2015,84131
Nissan,Sentra,24/10/2012,54999
Toyota,Camry,09/05/2022,34132
Chevrolet,Camaro,16/06/2013,48900
Nissan,Sentra,21/02/2016,78570
Kia,Picanto,04/08/2017,59076
Tesla,Model 3,12/09/2018,66714
Ford,Mustang,25/12/2021,66807
Ford,Mustang,12/10/2016,38929
Nissan,Sentra,12/03/2012,15973
Ford,Mustang,28/11/2014,28477
Kia,Picanto,18/08/2016,80975
Ford,Mustang,19/08/2018,25728
Tesla,Model 3,09/07/2018,83895
Honda,Accord,03/03/2018,29026
Tesla,Model 3,15/10/2020,56105
Kia,Picanto,11/04/2013,46476
Toyota,Camry,07/01/2020,18341
Honda,Accord,25/05/2014,79080
Kia,Picanto,11/09/2016,58435
Honda,Accord,22/05/2013,62251
Tesla,Model 3,13/07/2021,38852
Nissan,Sentra,04/03/2021,11383
Honda,Accord,26/06/2021,50803
Honda,Accord,23/11/2015,75155
Kia,Picanto,19/08/2021,23916
Toyota,Camry,05/02/2011,28580
Ford,Mustang,19/12/2020,68617
Honda,Accord,19/06/2010,75921
Chevrolet,Camaro,10/11/2017,43311
Honda,Accord,18/11/2019,20051
Tesla,Model 3,07/11/2022,67572
Toyota,Camry,28/04/2016,29763
Chevrolet,Camaro,26/04/2012,91907
Chevrolet,Camaro,09/09/2013,35832
Ford,Mustang,15/02/2015,43741
Ford,Mustang,11/10/2013,61537
Honda,Accord,28/04/2019,87892
Honda,Accord,20/07/2020,36807
Toyota,Camry,15/04/2014,84632
Tesla,Model 3,14/05/2016,76438
Ford,Mustang,23/08/2021,85556
Nissan,Sentra,18/08/2011,57352
Chevrolet,Camaro,21/07/2010,73295
Nissan,Sentra,24/07/2016,47421
Honda,Accord,26/11/2012,94527
Kia,Picanto,20/03/2011,48976
Toyota,Camry,07/05/2018,11773
Chevrolet,Camaro,11/03/2018,71381
Tesla,Model 3,04/12/2019,91898
Nissan,Sentra,02/07/2015,15601
Kia,Picanto,22/05/2022,63112
Tesla,Model 3,04/05/2022,43978
Kia,Picanto,06/01/2013,63437
Kia,Picanto,22/07/2021,52691
Toyota,Camry,26/04/2019,83871
Toyota,Camry,03/03/2021,30106
Tesla,Model 3,19/01/2022,26500
Ford,Mustang,21/02/2012,42436
Kia,Picanto,02/11/2021,88362
Nissan,Sentra,15/07/2017,14671
Nissan,Sentra,09/12/2022,29611
Toyota,Camry,07/05/2018,38462
Chevrolet,Camaro,07/12/2014,79191
Tesla,Model 3,12/03/2014,53508
Chevrolet,Camaro,16/04/2016,78840
Tesla,Model 3,23/06/2016,60516
Toyota,Camry,23/09/2016,92883
Toyota,Camry,07/04/2012,68107
Nissan,Sentra,26/09/2013,42907
Kia,Picanto,16/10/2021,20971
Kia,Picanto,21/12/2011,44724
Chevrolet,Camaro,11/07/2011,16289
Honda,Accord,11/08/2022,97284
Honda,Accord,03/11/2013,35488
Tesla,Model 3,09/10/2015,31089
Ford,Mustang,26/05/2022,28217
Kia,Picanto,06/10/2011,63366
Ford,Mustang,06/11/2016,43510
Honda,Accord,09/09/2017,94126
Chevrolet,Camaro,06/12/2015,52319
Ford,Mustang,21/12/2022,28523
Tesla,Model 3,18/02/2012,67713
Chevrolet,Camaro,13/09/2015,37875
Toyota,Camry,15/12/2010,54278
Tesla,Model 3,21/02/2012,53660
Tesla,Model 3,22/03/2019,86411
Nissan,Sentra,10/07/2020,86620
Ford,Mustang,24/07/2019,36669
Ford,Mustang,11/05/2016,75589
Tesla,Model 3,18/01/2016,31717
Honda,Accord,25/09/2011,67512
Kia,Picanto,02/12/2022,23275
Kia,Picanto,25/09/2014,70628
